Date,AveragePrice,TotalVolume,TotalBags,SmallBags
2015-03-29,1.07,412639.2,37964.11,37036.33
2015-03-22,1.19,282155.05,48050.17,47856.09
2015-03-15,1.15,301852.8,48433.02,48390.8
2015-03-08,1.09,287963.73,50908.82,50606.6
2015-03-01,1.05,355677.99,42880.02,42880.02
2015-02-22,1.13,264118.86,43742.64,43735.97
2015-02-15,1.11,288514.78,53466.02,53303.8
2015-02-08,1.03,363935.24,50852.58,50014.8
2015-02-01,1.06,412752.74,46670.1,46576.76
2015-01-25,1.06,290611.31,53547.65,53543.21
2015-01-18,1.12,309202.71,64770.92,64770.92
2015-01-11,1.06,314717.03,44863.79,44863.79
2015-01-04,1.05,321823.77,52490.37,52490.37
2015-12-27,0.99,305773.54,73781.31,40641.55
2015-12-20,1.21,200074.81,53005.58,36258.03
2015-12-13,0.96,310101.52,67992.66,31407.15
2015-12-06,1.2,199063.82,42163.27,24098.62
2015-11-29,0.96,262683.8,51276.67,21536.82
2015-11-22,0.98,266950.55,60802.83,27114.53
2015-11-15,1.24,200715.34,50391.31,27742.9
2015-11-08,1.24,202954.88,49479.56,31369.94
2015-11-01,0.97,330071.34,72567.19,33748.18
2015-10-25,1.25,210265.79,47882.36,29737.38
2015-10-18,1.24,204526.46,49234.66,32915.51
2015-10-11,1,308032.62,66806.6,31968.47
2015-10-04,1,332997.12,74081.45,37192.16
2015-09-27,1.28,202457.31,46212.68,29149.95
2015-09-20,0.99,329684.97,76241.81,36956.49
2015-09-13,1.23,221548.25,56837.79,37653.91
2015-09-06,0.99,375737.02,86221.59,43014.65
2015-08-30,1.25,238269.85,63273.58,44694.9
2015-08-23,1.21,228926.1,63317.35,47516.81
2015-08-16,1.23,240185.69,64382.93,45260.21
2015-08-09,0.99,388550.28,81232.5,47242.5
2015-08-02,1.24,240821.52,60259.72,43472.9
2015-07-26,1.22,239841.95,60386.34,44878.7
2015-07-19,0.98,363733.15,79609.51,42477.4
2015-07-12,1.22,245528.89,58395.25,41732.15
2015-07-05,0.97,420329.35,95423.88,58523.36
2015-06-28,1.15,277853.94,80757.08,62186.73
2015-06-21,0.96,394035.19,92609.27,55420.02
2015-06-14,1.22,256149.75,75173.5,56501.85
2015-06-07,0.98,391556.97,86061.13,48219.72
2015-05-31,1.26,250040.49,55906.05,38303.2
2015-05-24,1,401991.2,76278.08,37157.88
2015-05-17,1.23,243265.56,54407.98,38066.02
2015-05-10,1.23,257032.99,51717.03,35990.16
2015-05-03,0.98,501573.86,95445.05,40398.41
2015-04-26,1.23,257307.97,56809.87,38167.83
2015-04-19,1.23,231777.27,54827.73,35504.7
2015-04-12,0.99,375363.86,71780.19,31886.66
2015-04-05,1.1,300679.66,63600.61,34091.52
2015-03-29,1.25,216925.45,47398.55,29215.6
2015-03-22,0.98,363504.44,73045.9,37453.09
2015-03-15,1.27,226247.68,49846.38,34513.35
2015-03-08,1.27,219071.79,49331.49,33996.64
2015-03-01,1,316199.07,61957.64,31707.62
2015-02-22,1.18,226965.26,53147.1,36700.48
2015-02-15,1.26,204812.28,44375.38,20733.73
2015-02-08,1.23,204396.56,42392.17,18229.35
2015-02-01,0.95,489224.51,80264.72,26854.75
2015-01-25,1.28,211991.09,48864.81,22591.61
2015-01-18,1.33,191078.37,43569.17,18914.84
2015-01-11,1.29,202034.59,43410.02,18762.45
2015-01-04,1,281803.19,52719.49,19933.7
2015-12-27,1.25,308546.88,89292.89,82776.35
2015-12-20,1.33,306843.13,98302.52,88587.5
2015-12-13,1.18,352369.17,94649.63,87738.34
2015-12-06,1.18,346896,75010.31,67405.8
2015-11-29,1.23,275091.78,67938.12,62262.05
2015-11-22,1.23,320058.33,80592.91,74840.49
2015-11-15,1.17,363548.06,85346.19,78169.59
2015-11-08,1.27,374933.8,92267.09,76143.42
2015-11-01,1.13,559566.5,90086.72,78873.23
2015-10-25,1.19,398337.69,94916.51,84288.89
2015-10-18,1.06,496236.63,92670.88,83101.65
2015-10-11,1.26,373650.83,103675.87,83281.81
2015-10-04,1.28,388205.8,104610.89,91635.61
2015-09-27,1.25,368779.77,97946.15,82669.93
2015-09-20,1.25,361361.6,94858.12,84698.03
2015-09-13,1.19,454795.64,91927.28,78976.79
2015-09-06,1.25,399061.75,97929.43,89096.28
2015-08-30,1.26,381319.43,95910.31,86293.69
2015-08-23,1.09,449716.31,90761.35,82479.25
2015-08-16,1.2,425707.59,86244.48,78393.26
2015-08-09,1.19,405555.56,95410.3,88554.27
2015-08-02,1.21,399212.29,93959.69,85344.81
2015-07-26,1.36,373032.23,103353.68,92024.65
2015-07-19,1.39,369973.99,115527.52,103254.89
2015-07-12,1.38,372062.3,121261.71,109196.16
2015-07-05,1.25,460459.45,136666.84,122252.96
2015-06-28,1.38,378931.1,127826.72,111168.32
2015-06-21,1.33,456983.44,128855.48,117744.63
2015-06-14,1.32,421514.11,150847.4,130970.38
2015-06-07,1.35,476827.34,132948.73,116932.41
2015-05-31,1.43,436027.81,146361.56,130734.4
2015-05-24,1.4,440574.33,146344.69,129470.64
2015-05-17,1.44,388799.73,129556.3,116806.95
2015-05-10,1.32,535922.59,134165.69,118815.58
2015-05-03,1.22,548556.66,124874.01,106616.53
2015-04-26,1.46,385541.99,117693.87,100776.04
2015-04-19,1.43,389414.29,128778.14,110321.07
2015-04-12,1.44,335389.56,108780.22,95743.68
2015-04-05,1.43,365947.19,108167.08,94087.03
2015-03-29,1.39,339877.09,100706.58,88306.35
2015-03-22,1.18,449261.63,98706.55,85471.81
2015-03-15,1.44,331456.96,116220.12,102101.2
2015-03-08,1.4,349609.78,121768.61,106813.89
2015-03-01,1.24,392412.07,107527.31,93745.13
2015-02-22,1.36,348215.37,117031.82,105513.5
2015-02-15,1.34,335173.17,107117.77,97737.29
2015-02-08,1.09,477875.71,113793.17,100107.79
2015-02-01,1.14,569304.8,119325.59,104365.66
2015-01-25,1.36,355645.73,126670.39,110991.22
2015-01-18,1.4,331495.41,105386.55,93250.96
2015-01-11,1.38,315984.22,101558.06,88980
2015-01-04,1.1,407675.56,86647.87,72829.94
2015-12-27,0.49,1137707.43,100891.8,70749.02
2015-12-20,0.53,1097224.25,97475.33,72169.92
2015-12-13,0.66,907470.09,110082.85,92028.11
2015-12-06,0.56,1105500.34,60258.38,60255.64
2015-11-29,0.75,724915.6,57662.53,57662.53
2015-11-22,0.77,737834.48,64644.27,63088.81
2015-11-15,0.62,1010132.49,63651.99,63178.2
2015-11-08,0.6,1102271.52,62686.12,62666.63
2015-11-01,0.71,907452.21,62363.88,62363.88
2015-10-25,0.83,761261.71,64616.17,64585.35
2015-10-18,0.65,1094731.43,68190.77,68128.99
2015-10-11,0.89,795732.52,71958.63,71955.82
2015-10-04,0.89,726095.5,82685.54,82685.54
2015-09-27,0.91,664201.67,60035.27,59972.02
2015-09-20,0.71,892151.19,72211.55,64530.22
2015-09-13,0.71,1100901.69,184333.58,74017.75
2015-09-06,0.58,1390417.77,153645.11,93116.34
2015-08-30,0.74,939785.74,84814.48,84714.7
2015-08-23,0.78,873856.52,77455.61,75885.27
2015-08-16,0.66,1203149.94,134721.67,95992.23
2015-08-09,0.79,981975.08,124788.86,79670.22
2015-08-02,0.78,946868,124508.92,80224.04
2015-07-26,0.77,903242.22,110773.22,77011.19
2015-07-19,0.76,928600.19,115356.09,84065.18
2015-07-12,0.7,1015567.49,120165.04,84710.72
2015-07-05,0.56,1456835.79,135007.13,98977.04
2015-06-28,0.7,955510.57,106701.94,84853.81
2015-06-21,0.54,1343180.92,122109.28,99129.04
2015-06-14,0.53,1353850.06,122309.95,94240.24
2015-06-07,0.52,1457359.83,122272.51,90030.35
2015-05-31,0.56,1282095.88,111990.65,81585.03
2015-05-24,0.58,1261540.03,106093.45,84441.02
2015-05-17,0.67,1013049.67,101431.12,77703.34
2015-05-10,0.67,1072300.38,108781.92,77196.88
2015-05-03,0.6,1268607.36,104421.65,80245
2015-04-26,0.53,1272428.72,94537.77,76637.06
2015-04-19,0.51,1366844.88,97564.37,44646.67
2015-04-12,0.66,1019280.57,85777.92,39455.85
2015-04-05,0.57,1320320.85,82912.63,49271.61
2015-03-29,0.57,1231267.27,67462.2,43759.93
2015-03-22,0.71,1089117,60883.78,60874.89
2015-03-15,0.6,1326720.8,67422.51,67422.51
2015-03-08,0.72,1042159.49,68487.04,68487.04
2015-03-01,0.7,1031351.33,64435.76,64435.76
2015-02-22,0.63,1163115.49,67730.71,67727.1
2015-02-15,0.6,1159509.68,71351.98,71344.45
2015-02-08,0.64,1151157.44,79618.55,79618.55
2015-02-01,0.56,1544750.92,82437.73,82437.73
2015-01-25,0.61,1233503.27,75561.02,75558.47
2015-01-18,0.67,1088608.66,70788.61,70788.61
2015-01-11,0.61,1110753.05,66305.28,66305.28
2015-01-04,0.65,1048062.16,92499.06,92499.06
2015-12-27,1.25,73109.9,25060.99,17512.17
2015-12-20,1.22,68972.79,26066.51,17094.03
2015-12-13,1.19,65332.74,24468.56,15525.47
2015-12-06,1.21,61870.23,17594.3,8739.98
2015-11-29,1.26,54779.61,16517.66,7946.78
2015-11-22,1.3,63345.59,18248.33,12552.12
2015-11-15,1.24,64518.82,19392.22,13712.24
2015-11-08,0.93,123489.29,34534.21,13430.34
2015-11-01,1.16,81573.97,17835.82,12000.07
2015-10-25,1.22,69191.72,24616.77,13587.31
2015-10-18,1.23,70132.85,23740.41,13949.01
2015-10-11,0.96,84053.56,21715.58,14948.34
2015-10-04,0.99,89538.02,16593.05,13300.88
2015-09-27,1.11,91558.77,25919.02,14361.09
2015-09-20,1.19,74826.22,28426.96,19393.09
2015-09-13,1.16,74962.45,29623.33,21080.82
2015-09-06,1.12,114216.62,32403.84,23118.99
2015-08-30,1.37,74510.02,28656.28,20079.07
2015-08-23,1.2,83196.11,29055.01,18577.69
2015-08-16,1.23,87687.64,31222.95,21335.31
2015-08-09,0.96,145930.35,41787.4,26618.86
2015-08-02,1.43,74680.7,29516.38,23664.27
2015-07-26,1.43,68936.46,26187.71,20545.66
2015-07-19,1.44,73321.36,26651.84,23700.61
2015-07-12,1.48,68846.81,24019.53,21786.27
2015-07-05,1.23,115579.5,41505.82,31488.54
2015-06-28,1.2,111690.04,43528.03,31542.36
2015-06-21,1.34,88214.04,39029.98,29949.74
2015-06-14,1.3,92713.49,43460.25,34041.6
2015-06-07,1.33,84556.54,37523.11,28434.19
2015-05-31,1.32,83007.91,34581.71,24083.06
2015-05-24,1.01,181169.72,58265.7,26280.32
2015-05-17,1.41,85405.61,31811.59,24984.5
2015-05-10,1.46,82110.05,30450.96,23419.51
2015-05-03,0.98,208821.04,52968.31,24324.24
2015-04-26,1.44,79976.86,32543.11,22762.11
2015-04-19,1.49,75775.26,29235.06,29007.2
2015-04-12,1.5,69339.77,27667.08,27527.96
2015-04-05,1.29,76146.82,23849.53,23652.54
2015-03-29,1.25,69747.2,14146.62,14034.79
2015-03-22,1.23,68499.85,17814.28,10044.46
2015-03-15,1.23,71906.75,23563.41,17661.43
2015-03-08,0.95,159735.96,37704.08,19742.03
2015-03-01,1.25,65484.37,24342.77,19985.54
2015-02-22,1.26,70345.39,24832.45,19166.04
2015-02-15,1.43,60213.79,24336.58,19783.32
2015-02-08,1.38,66360.74,26110.75,20249.85
2015-02-01,1.25,112065.73,31870.24,20561.48
2015-01-25,1.32,98722.79,24416.8,17599.77
2015-01-18,1.47,59312.07,19359.33,12321.55
2015-01-11,1.54,54644.32,18068.15,12165.94
2015-01-04,1.52,54956.8,14925.18,11264.8
2015-12-27,1.1,1306923.23,305294.16,279127.08
2015-12-20,1.13,1139861.64,273908.59,255725.09
2015-12-13,1.02,1472501.13,295915.03,266174.79
2015-12-06,1.08,1245289.61,258550.08,243961.62
2015-11-29,1.11,1099646.06,263489.68,248449.51
2015-11-22,1.1,1281613.28,278062.6,260079.65
2015-11-15,1.09,1294866.75,287218.66,270313.26
2015-11-08,1.12,1285586.97,284193.27,266376.52
2015-11-01,1.12,1350091.82,279410.25,264897.41
2015-10-25,1.11,1411354.54,252026.43,237398.61
2015-10-18,1.12,1368887.69,272685.3,257340.06
2015-10-11,1.05,1560845.55,261635.43,248699.54
2015-10-04,1.14,1309245.88,235041.31,223134.82
2015-09-27,0.99,1542657.96,233797.53,221484.44
2015-09-20,1.16,1386951.96,253447.75,237139.11
2015-09-13,1.13,1526985.3,292538.17,271845.35
2015-09-06,1.12,1714650.22,294901.44,276258.81
2015-08-30,1.13,1481150.17,289454.67,270142.84
2015-08-23,1.06,1731574.98,287126.69,275002.9
2015-08-16,1.08,1727851.85,292735.89,277836.31
2015-08-09,1.14,1605913.77,296214.97,281135.85
2015-08-02,1.13,1593031.18,291685.02,276864.79
2015-07-26,1.04,1844887.26,315858.91,292786.5
2015-07-19,1.09,1701986.81,348617.23,332847.58
2015-07-12,1.07,1808842.07,310580.92,292683.09
2015-07-05,1.06,1988311.9,413266.21,396505.99
2015-06-28,1.08,1826182.48,371995.31,358087.94
2015-06-21,1.08,1921720.44,375649.64,358605.35
2015-06-14,1.06,1974806.07,386476.34,375290.39
2015-06-07,1.04,2026464.23,356482.08,353409.98
2015-05-31,1.09,1853451.18,337124.7,334423.95
2015-05-24,1.03,2026639.78,342974.37,338254.28
2015-05-17,1.06,1966712.28,312540.76,308421.89
2015-05-10,1.03,2105831.09,349757.6,344545.73
2015-05-03,1.01,2333238.9,321411.5,311074.95
2015-04-26,1.13,1787071.74,292763.12,278730.74
2015-04-19,1.12,1801956.87,279933,272779.43
2015-04-12,0.97,2160085.64,253094.7,246327.83
2015-04-05,1.13,1668243.39,321150.02,305406.51
2015-03-29,1.08,1657404.68,294229.04,286268.48
2015-03-22,1.09,1651115.09,304301.88,293708.39
2015-03-15,1.1,1590080.35,304904.94,300231.39
2015-03-08,1.11,1531085.64,271059.63,269498.52
2015-03-01,1.09,1619341.49,292807.55,291293.85
2015-02-22,1.08,1547969.24,278266.03,276280.33
2015-02-15,1.05,1507821.92,233302.27,231591.27
2015-02-08,0.98,1794543.77,214140.34,212347.25
2015-02-01,0.92,2561325.42,237852.92,235274.47
2015-01-25,1.08,1510836.96,201319.44,198193.38
2015-01-18,1.02,1674945.55,208774.76,206579.02
2015-01-11,1.09,1402841.83,207260.73,205299.64
2015-01-04,1.01,1683795.3,178834.99,177360.2
2015-12-27,1.01,417190.47,182057.05,181763.3
2015-12-20,0.98,416298.84,185649.45,185479.46
2015-12-13,0.93,429103.52,159304.83,159009.01
2015-12-06,0.73,743770.2,369224.37,363808.78
2015-11-29,1.04,353818.15,147728.56,147268.25
2015-11-22,1.03,380726.46,151241.84,150474.71
2015-11-15,0.9,568414.35,268718.74,258913.25
2015-11-08,1.04,406548.16,138777.63,136935.61
2015-11-01,1.06,423475.77,130546.65,130164.27
2015-10-25,0.91,480396.16,180363.08,178207.01
2015-10-18,1.05,438182.64,120076.92,119843.01
2015-10-11,0.79,657656.23,217371.85,211701.25
2015-10-04,1.13,421430.94,99750.32,99417.33
2015-09-27,0.9,484598.47,124637.29,124612.73
2015-09-20,0.94,566385.9,140761.55,140535.44
2015-09-13,1,535519.29,116632.54,116569.24
2015-09-06,1.1,465258.45,88635.44,88369.14
2015-08-30,1.14,427776.92,73954.47,73781.04
2015-08-23,1.08,545296.58,102045.9,101670.76
2015-08-16,1.17,465897.27,78920.77,78821.71
2015-08-09,1.19,448135.88,71330.02,71232.22
2015-08-02,1.14,501106.6,69771.31,69761.93
2015-07-26,1.18,433999.24,66375.24,66239.5
2015-07-19,1.18,446862.52,61655.47,56419.16
2015-07-12,1.02,568129.75,99285.92,88288.73
2015-07-05,1.19,574999.04,62996.2,59731.74
2015-06-28,1.16,508174.09,66678.86,66557.46
2015-06-21,1.08,579558,91721.74,89830.23
2015-06-14,1.08,622880.59,100409.39,99951.29
2015-06-07,1.16,543944.19,90828.09,90346.52
2015-05-31,1.01,600303.28,106764.41,106687.47
2015-05-24,1.01,606039.09,104967.35,104757.58
2015-05-17,1.06,487024.66,94881.97,94742.82
2015-05-10,0.91,675269.74,121651.82,121155.5
2015-05-03,0.95,644419.48,94925.13,94890.92
2015-04-26,0.95,571442.54,94309.71,94185.46
2015-04-19,0.99,610658.64,115499.66,114658.35
2015-04-12,1.16,433703.29,67404.32,67361.2
2015-04-05,1.22,432729.65,73791.63,73228.59
2015-03-29,1.2,401824.91,57634.42,57229.61
2015-03-22,1.1,426180.78,42332,42292.09
2015-03-15,1.21,392802.67,58756.28,58756.28
2015-03-08,1.17,419849.55,52975.38,52751.04
2015-03-01,0.94,598755.26,83724.44,79396.05
2015-02-22,1.11,495032.46,74647.23,74573.17
2015-02-15,1.23,363889.04,53934.48,51454.09
2015-02-08,1.08,447701.68,40125.46,38999.96
2015-02-01,0.98,776237.93,59749.8,48200.04
2015-01-25,1.09,432770.06,58282.2,40428.06
2015-01-18,1.11,439617.61,48187.39,34402.17
2015-01-11,1.05,510152.67,72844.44,64831.61
2015-01-04,0.97,599965.86,76559.75,61308.73
2015-12-27,0.96,208425.96,53099.59,52596.72
2015-12-20,0.98,189584.22,46870.95,46617.48
2015-12-13,0.98,207627.79,45929.66,45573.83
2015-12-06,0.97,210379.48,45323.34,45120.91
2015-11-29,0.98,185733.81,41941.45,41606.59
2015-11-22,1.02,179083.03,33965.32,33573.06
2015-11-15,1,238990.38,35806.16,34671.43
2015-11-08,1.07,223564.41,41447.22,39551.73
2015-11-01,1.12,229530.31,48799.78,46809.56
2015-10-25,1.22,199222.68,46227.43,44925.95
2015-10-18,1.23,217581.17,49953.39,48619.54
2015-10-11,1.17,222606.79,50755.47,48621.59
2015-10-04,1.29,187692.67,36510.5,34300.9
2015-09-27,1.12,222849.89,35429.8,33593.74
2015-09-20,1.22,216519.33,55341.44,52100.42
2015-09-13,1.16,238903.72,81905.93,80146.2
2015-09-06,1.04,301641.21,84577.81,83519.16
2015-08-30,1.16,253577.94,97524.71,97342.36
2015-08-23,1.13,277977.73,111927.84,111602.1
2015-08-16,1.23,241120.74,83623.99,83231.2
2015-08-09,1.23,234070.7,81636.45,81028.63
2015-08-02,1.22,243248.66,84548.09,84232.28
2015-07-26,1.2,232204.85,87245.46,87050.05
2015-07-19,1.2,246513.23,91422.77,90363.6
2015-07-12,1.19,247167.15,87823.46,86455.56
2015-07-05,1.16,275670.52,89649.71,88239.15
2015-06-28,1.17,255921.9,86923.34,86724.24
2015-06-21,1.17,264236.38,89724,89158.23
2015-06-14,1.11,286814.82,89973.86,89685.43
2015-06-07,1.14,259977.16,83374.53,82782.86
2015-05-31,1.16,262288.53,80818.61,80542.5
2015-05-24,1.21,267022.77,77201.14,76580.12
2015-05-17,1.16,264908.94,81190.15,80610.84
2015-05-10,1.11,267655.62,92389.81,91891.14
2015-05-03,1.01,335464.54,75045.87,73838.89
2015-04-26,1.16,259623.56,82673.58,81554.51
2015-04-19,1.13,255436.55,93048.28,92654.74
2015-04-12,1.1,274985.46,93425.98,92113.02
2015-04-05,1.12,245491.91,86015.69,85179.62
2015-03-29,1.23,238992.24,67329.3,66273.35
2015-03-22,1.19,244658.35,68437.27,67695.64
2015-03-15,1.18,252527.34,68301.38,68114.58
2015-03-08,1.24,198900.07,65638.05,65493.35
2015-03-01,1.2,216841.43,68052.73,67743.53
2015-02-22,1.11,258728.48,54365.07,53806.04
2015-02-15,1.21,230632.14,60996.87,49618.45
2015-02-08,1.14,222483.88,73022.33,62051.18
2015-02-01,0.99,344288.82,61014.39,41191.91
2015-01-25,1.16,233277.19,76676.23,63206.25
2015-01-18,1.22,204504.99,60466.47,46298.95
2015-01-11,1.24,205760.67,66316.08,50818.2
2015-01-04,1.2,221086.46,55663.83,44040.64
2015-12-27,0.98,161577.6,40778.79,40770.1
2015-12-20,0.99,158870.28,33995.68,33982.55
2015-12-13,0.98,174380.77,34365.83,34365.83
2015-12-06,0.98,176731.22,26733.72,26727.63
2015-11-29,0.99,140939.78,23240.4,23240.4
2015-11-22,1.01,148242.89,27741.68,27736.4
2015-11-15,0.94,198934.23,30101.25,29466.63
2015-11-08,0.95,202831.97,30658.71,29783.15
2015-11-01,1,212854.47,30561.3,29676.86
2015-10-25,1.02,180316.1,28386.13,27568.35
2015-10-18,1,217221.23,27556.65,27252.31
2015-10-11,1.01,192231.47,29386.28,28741.43
2015-10-04,1.04,200821.29,30814.53,30425.15
2015-09-27,0.97,203675.17,23905.77,23139.55
2015-09-20,1.04,195742.46,34710.17,34070.17
2015-09-13,1.01,229220.66,44222.78,43507.62
2015-09-06,0.98,252853.41,48355.89,48304.3
2015-08-30,1.06,213120.84,45766.79,45766.79
2015-08-23,1.04,232074.44,46959.56,46959.56
2015-08-16,1.05,222696.44,44672.22,44672.22
2015-08-09,1.06,216580.39,44376.09,44376.09
2015-08-02,1.05,235505.63,43712.9,43712.9
2015-07-26,1.03,222882.86,50052.4,50052.4
2015-07-19,1.02,225259.93,53881.89,53877.92
2015-07-12,1.02,234568.8,50900.73,50740.73
2015-07-05,1.01,287571.95,59456.82,58905.71
2015-06-28,1,236210.73,55431.61,55427.17
2015-06-21,1.01,264922.77,58619.28,58619.28
2015-06-14,0.98,289290.98,62286.69,62286.69
2015-06-07,1.02,248646.25,62583.4,61701.18
2015-05-31,1.02,270601.09,58556.59,53587.7
2015-05-24,1.03,280240.7,59553.69,56304.95
2015-05-17,1.04,262509.58,56076.29,52612.5
2015-05-10,1.06,263027.68,64086.74,57579.67
2015-05-03,0.99,292744.22,53432.41,51895.62
2015-04-26,1.11,235546.11,50108.57,49595.75
2015-04-19,1.1,231641.21,53735.19,53008.05
2015-04-12,1.11,213032.44,46257.71,44510.63
2015-04-05,1.14,222122.63,46779.93,45789.32
2015-03-29,1.15,205954.04,43299.69,42423.09
2015-03-22,1.12,213086.98,48873.4,48817.84
2015-03-15,1.16,210124.43,44199.13,44199.13
2015-03-08,1.19,177541.37,51568.09,51568.09
2015-03-01,1.13,194798.39,47068.95,47039.78
2015-02-22,1.1,225830.42,43386.55,43046.27
2015-02-15,1.13,207249.74,47574.75,41738.23
2015-02-08,1.06,212887.85,49271.38,42969.44
2015-02-01,0.97,308461.1,47141.67,40189.17
2015-01-25,1.17,194086.08,56189.36,45878.25
2015-01-18,1.18,179038.39,47657.12,36798.65
2015-01-11,1.15,194460.59,44915.4,36160.54
2015-01-04,1.13,182697.97,36245.72,31778.36
2015-12-27,0.96,98584.92,33496.4,32877.16
2015-12-20,1,88183.03,28670.5,27888.28
2015-12-13,1.01,99886.07,27033.05,27030.08
2015-12-06,1.01,99519.99,22565.73,22565.73
2015-11-29,1.03,73733.96,19307.6,19307.6
2015-11-22,1,83963.95,25520.11,25520.11
2015-11-15,1,109928.84,23209.55,23209.55
2015-11-08,1.01,114124.6,24946.9,24873.75
2015-11-01,1,116798.97,21706.68,20934.8
2015-10-25,0.99,110896.48,19662.35,19231.66
2015-10-18,0.98,117516.57,21570.47,21570.47
2015-10-11,1.01,118009.81,26315.96,26312.88
2015-10-04,1.04,114487.07,24788.88,24788.88
2015-09-27,1.01,109274.98,19580.71,19577.65
2015-09-20,1,125682.96,23770.14,23770.14
2015-09-13,0.99,147617.68,28194.07,28181.85
2015-09-06,1.09,131197.71,33050.28,33001.48
2015-08-30,1.14,114054.04,30352.74,29963.27
2015-08-23,1.12,115608.44,29295.96,27837.68
2015-08-16,1.13,113815.5,29038.41,29038.41
2015-08-09,1.09,116317.58,30114.32,30114.32
2015-08-02,1.04,122568.69,28450.2,28450.2
2015-07-26,1.04,118455.23,31073.35,31073.35
2015-07-19,1.04,124246.77,33820.42,33820.42
2015-07-12,1.06,128054.41,34430.38,34430.38
2015-07-05,1.05,147749.25,39017.24,39017.24
2015-06-28,1.04,131276.21,37248.89,37248.89
2015-06-21,1.05,135895.47,36598.52,36598.52
2015-06-14,1.02,147633.83,38423.54,38416.87
2015-06-07,1.05,139464.87,38863.12,38372.75
2015-05-31,1.06,133856.19,34881.28,33050.17
2015-05-24,1.07,142274.01,35973.41,34793.39
2015-05-17,1.08,135281.35,33803.81,32381.59
2015-05-10,1.09,141860.18,36773.19,34415.41
2015-05-03,1.03,147690.42,32580.81,32327.48
2015-04-26,1.09,137885.58,27733.4,27733.4
2015-04-19,1.08,144665.27,31213.28,30623.78
2015-04-12,1.13,129698.87,30036.67,28274.78
2015-04-05,1.19,121569.73,28281.56,27849.27
2015-03-29,1.13,117662.32,24095.86,22961.86
2015-03-22,1.09,126535.83,28188.95,28170.39
2015-03-15,1.12,119124.45,28334.59,27985.7
2015-03-08,1.16,111702.58,31548.04,31447.87
2015-03-01,1.11,110991.01,26994.6,26965.71
2015-02-22,1.09,127855.51,26074.28,25882.69
2015-02-15,1.07,136950.98,28674.03,26632.49
2015-02-08,1.02,145648.4,28554.64,25981.67
2015-02-01,1,168217.72,30471.81,27117.84
2015-01-25,1.15,123070.18,33310.01,29161.12
2015-01-18,1.18,112106.05,29457.09,25952.51
2015-01-11,1.16,113235.82,29842.1,26555.99
2015-01-04,1.13,109215,23332.97,21582.97
2015-12-27,0.98,403741.62,42090.49,42084.71
2015-12-20,1,385518.03,45152.67,45138.23
2015-12-13,1,376689.94,43253.61,43250.73
2015-12-06,1.07,318280.23,38644.34,38638.58
2015-11-29,0.99,347406.9,36591.97,36574.73
2015-11-22,1.06,354986.48,39405.23,39405.23
2015-11-15,0.94,414161.47,39707.1,39707.1
2015-11-08,1.14,357132.53,42153.1,42153.1
2015-11-01,1.02,532467.38,38515.75,38515.75
2015-10-25,1.26,343757.21,42041.18,42041.18
2015-10-18,1.28,326458.27,43963.77,43963.77
2015-10-11,1.29,355472.28,45098.53,45098.53
2015-10-04,1.1,377192.1,35121.9,35121.9
2015-09-27,1.28,350982.2,39676.01,39676.01
2015-09-20,1.25,353231.58,41185.7,41185.7
2015-09-13,1.24,384192.52,47534.93,47530.56
2015-09-06,1.21,466705.75,49975.71,49967
2015-08-30,1.3,377229.13,48058.5,48058.5
2015-08-23,1.26,405274.71,46984,46984
2015-08-16,1.3,401708.33,49367.82,49356.2
2015-08-09,1.28,414823.74,49058.44,49041
2015-08-02,1.33,404664.32,48750.72,48750.72
2015-07-26,1.32,395471.89,51583.69,51550.15
2015-07-19,1.29,404604.85,54572.39,54572.39
2015-07-12,1.23,411928.38,57129.47,56976.69
2015-07-05,1.26,550810.62,67335.82,67335.82
2015-06-28,1.26,423984.04,56932.07,56932.07
2015-06-21,1.27,422723.91,55748.74,55744.3
2015-06-14,1.22,431791.38,58386.05,58386.05
2015-06-07,1.18,435087.17,53695.75,53695.75
2015-05-31,1.17,435723.85,45784.54,45775.86
2015-05-24,1.26,403793.79,48450.54,48450.54
2015-05-17,1.18,397215.12,43324.61,43324.61
2015-05-10,1.14,437822.76,44760.05,44760.05
2015-05-03,1.05,662034.34,41485.92,41281.75
2015-04-26,1.27,366719.82,46748.71,46748.71
2015-04-19,1.19,415841.32,43418.46,43392.71
2015-04-12,1.24,382583.75,41668.76,41625.86
2015-04-05,1.23,404333.75,54074.24,54049.06
2015-03-29,1.2,391178.81,62923.5,62884.77
2015-03-22,1.13,424708.39,83611.14,83611.14
2015-03-15,1.22,380761.14,48082.12,48082.12
2015-03-08,1.12,415147.69,50002.75,50002.75
2015-03-01,1.02,452845.47,39017.62,39017.62
2015-02-22,1.14,405013.16,39235.2,39235.2
2015-02-15,1.13,381041.74,41744.74,41744.74
2015-02-08,0.98,432572.45,40435.38,40435.38
2015-02-01,1.04,771974.9,39738.53,39738.53
2015-01-25,1.19,360027.65,38819.19,38819.19
2015-01-18,1.22,367047.36,39320.62,39320.62
2015-01-11,1.09,429492.28,43729.56,43722.89
2015-01-04,1.05,430138.88,39600.08,39600.08
2015-12-27,0.92,439968.4,148004.82,116383.07
2015-12-20,0.94,420476.44,145559.55,111019.22
2015-12-13,0.84,462548.3,172045.33,128053.44
